,highway,direction,segment_index,accidents,ps,lcv,hv,mc,angle,startwidth,endwidth,startlanes,endlanes,geom
30,D1_1,-,30,0,42412,3752,7020,302,0.0,11.0,11.0,3,3,"LINESTRING(14.554538633810141 50.00749091517167,14.554673512283294 50.00746782963806)"
31,D1_1,-,31,0,42412,3752,7020,302,0.0,11.0,11.0,3,3,"LINESTRING(14.554673512283294 50.00746782963806,14.55480839062819 50.007444743947225)"
32,D1_1,-,32,0,42412,3752,7020,302,0.0,11.0,11.0,3,3,"LINESTRING(14.55480839062819 50.007444743947225,14.554943268844823 50.007421658099176)"
33,D1_1,-,33,0,42412,3752,7020,302,0.0,11.0,11.0,3,3,"LINESTRING(14.554943268844823 50.007421658099176,14.555078146933196 50.007398572093884)"
34,D1_1,-,34,0,42412,3752,7020,302,0.0,11.0,11.0,3,3,"LINESTRING(14.555078146933196 50.007398572093884,14.555213024893305 50.007375485931405)"
35,D1_1,-,35,0,42412,3752,7020,302,0.0,11.0,11.0,3,3,"LINESTRING(14.555213024893305 50.007375485931405,14.555347902725149 50.00735239961168)"
36,D1_1,-,36,0,42412,3752,7020,302,0.0,11.0,11.0,3,3,"LINESTRING(14.555347902725149 50.00735239961168,14.555482780428731 50.007329313134775)"
37,D1_1,-,37,0,42412,3752,7020,302,0.0,11.0,11.0,3,3,"LINESTRING(14.555482780428731 50.007329313134775,14.555617658004044 50.00730622650063)"
38,D1_1,-,38,0,42412,3752,7020,302,0.0,11.0,11.0,3,3,"LINESTRING(14.555617658004044 50.00730622650063,14.555752535451095 50.00728313970926)"
39,D1_1,-,39,0,42412,3752,7020,302,0.0,11.0,11.0,3,3,"LINESTRING(14.555752535451095 50.00728313970926,14.555887412769874 50.00726005276069)"
40,D1_1,-,40,0,42412,3752,7020,302,-0.06992131698450521,11.0,11.0,3,3,"LINESTRING(14.555887412769874 50.00726005276069,14.555935427387766 50.00725183405605,14.556022333521224 50.007237071761814)"
41,D1_1,-,41,0,42412,3752,7020,302,0.0,11.0,11.0,3,3,"LINESTRING(14.556022333521224 50.007237071761814,14.556157278223914 50.00721414925777)"
42,D1_1,-,42,0,42412,3752,7020,302,0.0,11.0,11.0,3,3,"LINESTRING(14.556157278223914 50.00721414925777,14.556292222799197 50.00719122659637)"
43,D1_1,-,43,0,42412,3752,7020,302,0.0,11.0,11.0,3,3,"LINESTRING(14.556292222799197 50.00719122659637,14.556427167247067 50.00716830377758)"
44,D1_1,-,44,0,42412,3752,7020,302,0.0,11.0,11.0,3,3,"LINESTRING(14.556427167247067 50.00716830377758,14.556562111567526 50.00714538080145)"
45,D1_1,-,45,0,42412,3752,7020,302,0.0,11.0,11.0,3,3,"LINESTRING(14.556562111567526 50.00714538080145,14.556697055760573 50.00712245766795)"
46,D1_1,-,46,0,42412,3752,7020,302,0.0,11.0,11.0,3,3,"LINESTRING(14.556697055760573 50.00712245766795,14.556831999826205 50.00709953437707)"
47,D1_1,-,47,0,42412,3752,7020,302,0.0,11.0,11.0,3,3,"LINESTRING(14.556831999826205 50.00709953437707,14.55696694376442 50.00707661092882)"
48,D1_1,-,48,0,42412,3752,7020,302,0.0,11.0,11.0,3,3,"LINESTRING(14.55696694376442 50.00707661092882,14.557101887575218 50.007053687323214)"
49,D1_1,-,49,0,42412,3752,7020,302,0.0,11.0,11.0,3,3,"LINESTRING(14.557101887575218 50.007053687323214,14.557236831258601 50.00703076356024)"
50,D1_1,-,50,0,42412,3752,7020,302,0.0,11.0,11.0,3,3,"LINESTRING(14.557236831258601 50.00703076356024,14.557371774814566 50.00700783963991)"
51,D1_1,-,51,0,42412,3752,7020,302,0.0,11.0,11.0,3,3,"LINESTRING(14.557371774814566 50.00700783963991,14.557506718243111 50.0069849155622)"
52,D1_1,-,52,0,42412,3752,7020,302,0.0,11.0,11.0,3,3,"LINESTRING(14.557506718243111 50.0069849155622,14.557641661544237 50.00696199132714)"
53,D1_1,-,53,0,42412,3752,7020,302,0.0,11.0,11.0,3,3,"LINESTRING(14.557641661544237 50.00696199132714,14.557776604717944 50.00693906693471)"
54,D1_1,-,54,0,42412,3752,7020,302,-0.0526688786565046,11.0,11.0,3,3,"LINESTRING(14.557776604717944 50.00693906693471,14.557878915170855 50.00692168612909,14.55791158022643 50.00691622237035)"
